timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:47:53.019, 77, 79.40 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:54.020, 81, 81.93 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:55.020, 79, 73.65 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:56.021, 80, 76.27 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:57.021, 80, 72.60 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:58.022, 75, 52.27 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:47:59.022, 75, 47.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:00.023, 74, 47.88 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:01.023, 74, 47.94 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:02.024, 74, 47.73 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:03.025, 72, 34.50 W, 2405 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:04.025, 74, 47.37 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:05.026, 73, 47.46 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:06.026, 74, 47.65 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:07.027, 73, 47.65 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:08.028, 73, 47.73 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:09.028, 72, 34.73 W, 2418 MHz, [N/A], 66 %, [N/A]
2026/07/19 11:48:10.029, 73, 47.15 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:11.030, 73, 47.26 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:12.030, 73, 47.38 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:13.031, 73, 47.50 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:14.031, 73, 47.43 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:15.032, 75, 41.33 W, 2431 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:16.033, 73, 51.09 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:17.033, 73, 50.59 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:18.034, 73, 50.44 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:19.034, 73, 50.56 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:20.035, 73, 50.38 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:21.035, 73, 50.51 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:22.036, 73, 50.45 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:23.037, 73, 50.43 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:24.037, 73, 50.45 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:25.037, 73, 50.51 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:26.038, 73, 50.44 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:27.038, 73, 50.28 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:28.038, 73, 50.37 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:29.039, 72, 48.28 W, 2450 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:30.039, 75, 50.22 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:31.039, 73, 51.99 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:32.040, 73, 50.57 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:33.040, 73, 50.51 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:34.041, 73, 50.45 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:35.042, 73, 50.56 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:36.042, 73, 50.30 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:37.042, 73, 50.25 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:38.043, 73, 50.27 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:39.044, 73, 50.29 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:40.044, 73, 50.42 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:41.045, 73, 50.38 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:42.045, 73, 50.34 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:43.046, 69, 43.47 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:44.047, 67, 17.93 W, 2405 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:45.047, 67, 17.68 W, 2405 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:46.048, 71, 44.95 W, 2457 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:47.048, 72, 49.94 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:48.049, 72, 49.96 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:49.050, 72, 50.07 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:50.050, 72, 49.91 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:51.050, 72, 49.77 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:52.051, 72, 49.69 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:53.051, 72, 49.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:54.051, 72, 49.94 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:55.052, 72, 49.93 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:56.052, 72, 50.01 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:57.053, 72, 49.59 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:58.054, 71, 48.54 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:59.054, 67, 35.80 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:00.055, 71, 49.14 W, 2463 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:01.055, 73, 49.24 W, 2457 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:02.056, 75, 63.17 W, 2431 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:03.057, 72, 53.88 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:04.057, 73, 51.72 W, 2450 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:05.058, 72, 51.60 W, 2444 MHz, [N/A], 96 %, [N/A]
