timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:47:48.375, 81, 81.75 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:49.375, 80, 77.21 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:50.376, 80, 77.05 W, 2398 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:51.376, 78, 78.07 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:52.377, 77, 78.17 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:53.377, 80, 83.03 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:54.377, 82, 81.49 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:55.377, 78, 77.88 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:56.378, 77, 76.87 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:57.378, 74, 69.57 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:58.378, 73, 47.33 W, 2431 MHz, [N/A], 93 %, [N/A]
2026/07/19 11:47:59.379, 73, 47.55 W, 2431 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:00.379, 73, 47.37 W, 2424 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:01.380, 73, 47.56 W, 2431 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:02.380, 72, 47.31 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:03.381, 72, 33.78 W, 2437 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:04.381, 72, 46.81 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:05.381, 72, 47.18 W, 2431 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:06.382, 72, 47.05 W, 2431 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:07.382, 72, 47.36 W, 2424 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:08.383, 71, 47.11 W, 2431 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:09.383, 71, 34.39 W, 2444 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:10.383, 71, 46.73 W, 2444 MHz, [N/A], 94 %, [N/A]
