timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 10:31:01.747, 77, 83.02 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:02.747, 84, 82.79 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:03.748, 81, 78.27 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:04.748, 77, 78.61 W, 2333 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:05.749, 80, 78.97 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:06.749, 82, 78.17 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:07.750, 80, 83.43 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:08.750, 82, 81.47 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:09.751, 81, 78.33 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:10.751, 81, 79.28 W, 2333 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:11.751, 79, 78.23 W, 2327 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:12.752, 78, 79.42 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:13.753, 82, 83.04 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:14.753, 81, 82.13 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:15.754, 78, 78.55 W, 2327 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:16.754, 82, 78.56 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:17.755, 81, 78.13 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:18.755, 77, 80.12 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:19.756, 77, 82.25 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:20.756, 81, 81.68 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:21.757, 76, 79.00 W, 2333 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:22.757, 78, 79.25 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:23.758, 83, 78.34 W, 2327 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:24.758, 82, 79.49 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:25.758, 80, 83.09 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:26.758, 77, 82.01 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:27.759, 82, 78.75 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:28.759, 82, 78.32 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:29.760, 82, 77.43 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:30.760, 80, 71.29 W, 2385 MHz, [N/A], 96 %, [N/A]
